GA	Syrmik	LTR	ERVL	DR0203857	QGNR01000005.1:15758166-15758695-	QGNR01000048.1:3674739-3675229-	18	74	0	158,163,169,171,180,181	120,125,131,133,143,144	1	4,5,6,7,8,9	25	25	484	18|12|5|3|0|6|12|10|0|4|1|3
GA	Syrmik	LTR	ERVL	DR0203859	QGNR01000001.1:7465460-7465963-	QGNR01000107.1:291320-291833+	11	75	0	160,166,171,172,177	160,166,171,172,177	1	3,4,5,6,7	18	18	465	11|12|3|4|3|6|10|12|2|2|4|6
GA	Syrmik	LTR	ERVL	DR0203890	QGNR01000033.1:8888397-8891412-	QGNR01000181.1:156212-160524-	84	335	0	1219,1229,1237,1246,1252	1266,1276,1284,1294,1300	1	23,24,25,26,27	35	35	2719	84|32|7|12|13|17|59|58|17|11|14|11
GA	Syrmik	LTR	ERVL	DR0203915	QGNR01000001.1:1141744-1142304+	QGNR01000206.1:24684-25253+	8	43	0	173,176,197,221,244	173,176,202,227,250	1	3,4,5,6,7	78	78	548	8|5|4|6|2|0|4|7|5|0|0|2
GA	Syrmik	LTR	ERVL	DR0203866	QGNR01000015.1:14596075-14599150+	QGNR01000058.1:333453-338455+	78	325	0	556,561,564,573,576	1431,1436,1439,1448,1451	1	10,11,12,13,14	21	21	3054	78|67|9|8|8|10|54|54|9|7|9|12
GA	Syrmik	LTR	ERVL	DR0203876	QGNR01000001.1:2047983-2048674+	QGNR01000018.1:5776195-5777089+	16	59	0	129,131,135,140,216	129,131,135,140,215	1	2,3,4,5,6	87	87	678	16|11|2|6|2|2|4|4|3|1|2|6
GA	Syrmik	LTR	ERVL	DR0203866	QGNR01000015.1:14596075-14599150+	QGNR01000152.1:468288-470995+	64	304	0	1991,1993,1994,1997,1998,2004	623,625,626,629,630,636	1	25,26,27,28,29,30	14	14	1675	64|69|8|8|16|7|56|43|9|7|7|10
GA	Syrmik	LTR	ERVL	DR0203890	QGNR01000058.1:3077194-3079207+	QGNR01000181.1:156212-160524-	31	139	0	1179,1181,1191,1197,1203	1704,1706,1716,1722,1728	1	14,15,16,17,18	25	25	1016	31|15|3|8|9|10|22|22|7|4|5|3
GA	Syrmik	LTR	ERVL	DR0203912	QGNR01000001.1:32301072-32301547-	QGNR01000001.1:32770475-32770929-	6	10	0	104,142,193,71,94	104,142,193,71,94	1	2,3,4,5,6	123	123	202	6|2|0|0|0|0|0|1|0|0|0|1
GA	Syrmik	LTR	ERVL	DR0203866	QGNR01000016.1:14472566-14474720+	QGNR01000058.1:333453-338455+	60	297	0	34,46,48,52,58	550,562,564,568,574	1	1,2,3,4,5	25	25	2162	60|49|9|8|10|11|56|62|5|10|9|8
GA	Syrmik	LTR	ERVL	DR0203876	QGNR01000001.1:2047983-2048674+	QGNR01000004.1:18089606-18090552-	10	28	0	223,237,252,294,300	223,237,252,294,299	1	5,6,7,8,9	77	77	394	10|2|3|1|0|1|4|3|0|2|1|1
GA	Syrmik	LTR	ERVL	DR0203876	QGNR01000001.1:2047983-2048674+	QGNR01000068.1:3149755-3150631-	20	48	0	246,252,294,309,312,317	196,202,244,259,262,267	1	7,8,9,10,11,12	72	72	557	20|7|3|2|2|0|4|3|3|1|1|2
GA	Syrmik	LTR	ERVL	DR0203876	QGNR01000001.1:2047983-2048674+	QGNR01000218.1:80068-80828+	10	33	0	237,246,255,267,268	241,250,259,271,272	1	6,7,8,9,10	32	32	337	10|5|0|2|1|0|6|3|2|1|1|2
GA	Syrmik	LTR	ERVL	DR0203890	QGNR01000068.1:2911355-2913413-	QGNR01000181.1:156212-160524-	47	222	0	611,618,624,625,630	1709,1716,1722,1723,1728	1	13,14,15,16,17	20	20	1754	47|29|4|5|9|11|45|41|5|10|10|6
