CT	Cataur	LTR	ERVL	DR0031079	JMFT01017847.1:4507-5131+	JMFT01092789.1:7100-7702-	17	41	0	406,407,410,413,414,448,516,533,534,535,536,537	386,387,390,393,394,429,495,512,513,514,515,516	2	6,7,8,9,10,11,12,13,14,15,16,17	132	131	613	4|17|2|1|4|1|5|3|1|1|2|0
CT	Cataur	LTR	ERVL	DR0031079	JMFT01051888.1:12457-13035-	KL324365.1:26143-26724+	17	45	0	12,15,21,30,37,489,503,513,514,517	13,16,22,31,38,469,483,493,494,497	2	1,2,3,4,5,13,14,15,16,17	55	485	527	1|17|3|4|0|2|5|4|0|5|3|1
CT	Cataur	LTR	ERVL	DR0031079	JMFT01070854.1:13481-14071-	KL304449.1:3255-3841+	26	69	0	303,306,315,322,333,505,506,510,511,513	305,308,317,324,335,497,498,502,503,505	2	5,6,7,8,9,20,21,22,23,24	40	201	584	3|26|4|4|0|2|11|7|5|2|4|1
CT	Cataur	LTR	ERVL	DR0031131	KL300751.1:19780-20346-	KL307990.1:63058-63651-	21	55	0	309,315,325,326,335,466,473,480,484,485	308,316,329,330,339,469,476,482,486,487	2	7,8,9,10,11,17,18,19,20,21	51	180	507	6|21|1|3|1|1|10|7|1|2|2|0
CT	Cataur	LTR	ERVL	DR0031159	KL292665.1:61786-62364-	KL316767.1:15598-16190+	19	52	0	400,470,473,474,477,487,490,491,492,493,494	379,484,487,488,491,501,504,505,506,507,508	1	7,8,9,10,11,12,13,14,15,16,17	130	130	585	7|19|2|3|0|0|6|7|5|2|0|1
CT	Cataur	LTR	ERVL	DR0031079	KL292248.1:4442-5021-	KL327496.1:893-1476+	17	47	0	128,137,138,144,206,324,338,373,391,402	134,143,144,150,212,330,344,381,403,414	2	1,2,3,4,5,10,11,12,13,14	164	281	580	5|17|3|3|0|1|9|3|1|1|2|2
CT	Cataur	LTR	ERVL	DR0031159	KL296526.1:17294-17858+	KL322669.1:32530-33123+	20	56	0	131,136,137,146,179,486,487,488,489,490,491	131,136,137,146,179,503,504,505,506,507,508	2	4,5,6,7,8,15,16,17,18,19,20	55	378	572	10|20|4|2|2|1|10|6|0|1|0|0
CT	Cataur	LTR	ERVL	DR0031079	KL296463.1:18245-18802-	KL332648.1:29652-30228+	24	72	0	368,369,370,371,372,447,457,460,464,466	371,372,373,374,375,473,483,486,490,492	2	10,11,12,13,14,19,20,21,22,23	25	122	566	7|24|4|5|1|0|7|14|3|2|2|3
CT	Cataur	LTR	ERVL	DR0031079	KL302041.1:14362-14919+	KL304449.1:3255-3841+	12	32	0	281,284,293,300,311,454,470,471,472,473	305,308,317,324,335,478,495,496,497,498	2	2,3,4,5,6,8,9,10,11,12	52	194	304	2|12|1|1|1|0|2|4|1|2|5|1
CT	Cataur	LTR	ERVL	DR0031079	KL307613.1:78791-79393-	KL324365.1:26143-26724+	20	50	0	12,15,21,30,32,37,492,496,513,514,515,516	13,16,22,31,33,38,469,473,490,491,492,493	2	1,2,3,4,5,6,14,15,16,17,18,19	51	481	590	4|20|2|3|2|0|3|7|3|2|3|1
CT	Cataur	LTR	ERVL	DR0031218	KL304038.1:1544-2116-	KL314437.1:88178-88762+	19	55	0	446,470,483,484,485,486,524,528,546,547,554	457,481,496,497,498,499,534,538,556,557,564	2	9,10,11,12,13,14,15,16,17,18,19	109	108	575	12|19|3|4|3|2|4|5|2|1|0|0
CT	Cataur	LTR	ERVL	DR0031218	KL304038.1:1544-2116-	KL324380.1:33543-34143+	19	57	0	483,484,485,486,502,524,528,546,547,554	501,502,503,504,526,550,554,572,573,580	2	10,11,12,13,14,15,16,17,18,19	81	80	585	9|19|1|4|3|1|5|6|1|5|2|1
CT	Cataur	LTR	ERVL	DR0031142	KL307280.1:145-732-	KL327621.1:11962-12560-	11	22	0	103,107,108,118,161,167,170,174,196,99	101,105,109,110,120,163,169,172,176,198	2	2,3,4,5,6,7,8,9,10,11	99	98	222	1|11|0|3|2|0|2|1|1|0|0|1
