GA	Galgal	LTR	ERVL	ENS1-int	NC_052532.1:95344293-95345759+	NC_052571.1:3681546-3683424-	54	236	0	671,673,674,675,677	1192,1194,1195,1196,1198	1	26,27,28,29,30	7	7	1192	54|34|6|9|13|16|38|31|8|9|7|11
GA	Galgal	LTR	ERVL	ENS1-int	NC_052532.1:148832262-148834738-	NC_052536.1:56298012-56300186-	36	165	0	2212,2221,2229,2230,2232	1913,1922,1930,1931,1933	1	26,27,28,29,30	21	21	1114	36|26|2|8|8|5|33|29|4|5|4|5
GA	Galgal	LTR	ERVL	ENS1-int	NC_052532.1:148832262-148834738-	NC_052536.1:56340549-56342719-	36	164	0	2212,2221,2229,2230,2232	1909,1918,1926,1927,1929	1	26,27,28,29,30	21	21	1113	36|26|2|8|8|5|32|29|4|5|4|5
GA	Galgal	LTR	ERVL	ENS1-int	NC_052533.1:53047472-53048592-	NC_052546.1:12630493-12632629-	27	144	0	981,985,990,993,995	1179,1183,1188,1191,1193	1	21,22,23,24,25	15	15	1102	27|14|2|7|4|7|37|21|4|8|9|4
GA	Galgal	LTR	ERVL	ENS1B-LTR	NC_052532.1:200998-202025-	NC_052571.1:4058460-4059389-	14	35	0	353,388,410,427,452	348,381,403,420,443	1	10,11,12,13,14	96	96	501	14|7|0|4|2|3|1|1|2|1|0|0
GA	Galgal	LTR	ERVL	ENS3-int	NC_052532.1:20470002-20472047+	NC_052539.1:10773258-10773813+	11	57	0	1568,1569,1576,1578,1581	519,520,527,529,532	1	7,8,9,10,11	14	14	568	11|10|3|1|3|0|10|8|5|1|2|3
GA	Galgal	LTR	ERVL	ERV3-1_GG-LTR	NC_052572.1:40554091-40554623-	NC_052572.1:40556058-40556611-	7	30	0	347,359,361,363,365	348,360,362,364,366	1	2,3,4,5,6	19	19	537	7|5|0|1|2|1|4|5|1|3|0|1
GA	Galgal	LTR	ERVL	GGERV20_I-int	NC_052532.1:420395-424258+	NC_052571.1:2313639-2319025+	32	84	0	1134,1198,1213,1247,1251	1135,1199,1214,1248,1252	1	10,11,12,13,14	118	118	3837	32|17|6|4|1|0|6|8|4|2|2|2
GA	Galgal	LTR	ERVL	GGERV10_LTR	NC_052532.1:21484720-21484941+	NC_052572.1:42915803-42916023-	10	25	0	109,64,67,70,73,84	108,63,66,69,72,83	1	1,2,3,4,5,6	46	46	220	10|5|1|1|1|1|0|4|0|1|0|1
GA	Galgal	LTR	ERVL	GGERV20_I-int	NC_052532.1:420395-424258+	NC_052572.1:42916023-42921399-	48	137	0	1195,1198,1253,1298,1302,1356,318,324,368,370,404,422	1192,1195,1250,1295,1299,1353,318,324,368,370,404,422	2	4,5,6,7,8,9,24,25,26,27,28,29	267	1036	3833	48|27|6|8|5|2|11|14|5|4|3|4
GA	Galgal	LTR	ERVL	GGERV20_I-int	NC_052532.1:420395-424258+	NC_052533.1:52904672-52910063+	55	185	0	1194,1198,1247,1298,1302	1208,1212,1261,1312,1316	1	21,22,23,24,25	109	109	3839	55|39|9|7|4|7|17|22|9|3|6|7
GA	Galgal	LTR	ERVL	GGERV20_I-int	NC_052532.1:420395-424258+	NC_052533.1:73539492-73544683-	65	234	0	104,111,116,175,90,93	104,111,116,175,90,93	1	2,3,4,5,6,7	86	86	3841	65|60|9|9|8|4|22|25|10|2|8|12
GA	Galgal	LTR	ERVL	GGERV20_I-int	NC_052532.1:420395-424258+	NC_052535.1:18904329-18908423-	88	332	0	3058,3063,3073,3111,3150	2935,2940,2950,2988,3027	1	71,72,73,74,75	93	93	3701	88|69|9|20|15|9|33|42|16|6|8|17
GA	Galgal	LTR	ERVL	GGERV20_I-int	NC_052532.1:420395-424258+	NC_052571.1:8842809-8845810-	45	161	0	2337,2365,2370,2375,2388	2338,2366,2371,2376,2389	1	30,31,32,33,34	52	52	3000	45|27|6|6|10|3|18|19|8|2|7|10
GA	Galgal	LTR	ERVL	GGERV20_I-int	NC_052532.1:420395-424258+	NC_052572.1:43408991-43411671-	73	234	0	1262,1271,1290,1298,1302	1246,1255,1274,1282,1286	1	43,44,45,46,47	41	41	2688	73|42|9|14|9|9|23|26|11|5|6|7
GA	Galgal	LTR	ERVL	GGERV20_I-int	NC_052532.1:420395-424258+	NC_052571.1:1639809-1642716-	43	158	0	2310,2322,2337,2365,2398	798,810,825,853,886	1	14,15,16,17,18	89	89	2306	43|27|4|6|3|12|14|29|8|3|7|2
GA	Galgal	LTR	ERVL	GGERV20_I-int	NC_052532.1:420395-424258+	NC_052571.1:4005500-4006947+	26	82	0	506,524,561,567,585	506,524,561,567,585	1	9,10,11,12,13	80	80	1443	26|14|3|3|3|5|8|9|4|2|2|3
GA	Galgal	LTR	ERVL	GGERV20_I-int	NC_052532.1:420395-424258+	NC_052536.1:4357593-4359376+	47	219	0	956,958,960,967,969	960,962,964,971,973	1	27,28,29,30,31	14	14	1780	47|52|6|9|9|7|29|29|11|3|4|13
GA	Galgal	LTR	ERVL	GGERV20_I-int	NC_052532.1:420395-424258+	NC_052532.1:75303464-75304702+	43	197	0	956,958,960,967,969	955,957,959,966,968	1	33,34,35,36,37	14	14	1238	43|38|9|8|8|3|37|23|10|3|1|14
GA	Galgal	LTR	ERVL	GGERV20_I-int	NC_052532.1:420395-424258+	NC_052532.1:158660479-158662065+	33	119	0	1235,1236,1247,1251,1253	1296,1297,1308,1312,1314	1	23,24,25,26,27	19	19	899	33|24|3|6|8|4|12|16|5|2|2|4
GA	Galgal	LTR	ERVL	GGERV20_I-int	NC_052532.1:420395-424258+	NC_052571.1:7176503-7177961+	7	22	0	3771,3779,3785,3802,3804	376,384,390,407,409	1	3,4,5,6,7	34	34	442	7|2|2|1|0|0|5|3|0|0|1|1
GA	Galgal	LTR	ERVL	GGERV20_I-int	NC_052532.1:420395-424258+	NC_052538.1:5705808-5707078+	50	212	0	601,608,613,634,639,642	206,213,218,240,247,250	1	5,6,7,8,9,10	45	45	1122	50|48|5|4|10|7|35|21|11|6|5|10
GA	Galgal	LTR	ERVL	GGERV10_LTR	NC_052532.1:32737536-32737756-	NC_052572.1:42915803-42916023-	11	26	0	108,63,66,69,72,83,96	108,63,66,69,72,83,96	1	1,2,3,4,5,6,7	46	46	220	11|5|1|2|1|1|0|4|0|1|0|0
GA	Galgal	LTR	ERVL	GGERV20_I-int	NC_052532.1:428271-428773+	NC_052571.1:4273595-4276988-	15	53	0	180,188,200,208,212,214,219	2904,2912,2924,2932,2936,2938,2943	1	6,7,8,9,10,11,12	40	40	501	15|17|1|3|0|3|6|4|1|0|2|1
GA	Galgal	LTR	ERVL	GGERVL-A-int	NC_052532.1:42407563-42410164+	NC_052571.1:2764747-2770376+	51	261	0	1625,1633,1635,1674,1706	4696,4704,4706,4745,4777	1	40,41,42,43,44	82	82	2552	51|39|2|5|12|5|65|45|9|5|16|7
GA	Galgal	LTR	ERVL	GGERVL-A-int	NC_052532.1:42407563-42410164+	NC_052533.1:95867889-95871297-	56	256	0	1629,1633,1635,1674,1694,1706	2479,2483,2485,2524,2544,2556	1	45,46,47,48,49,50	78	78	2531	56|40|2|6|7|6|71|38|5|5|12|8
GA	Galgal	LTR	ERVL	ENS1B-LTR	NC_052532.1:417908-419214+	NC_052533.1:119419494-119420329+	13	42	0	1021,1032,1035,1040,1050	557,568,571,576,586	1	3,4,5,6,7	30	30	493	13|11|3|2|3|4|2|0|4|0|0|0
GA	Galgal	LTR	ERVL	GGERVL-A-int	NC_052532.1:42407563-42410164+	NC_052533.1:73055640-73061008-	68	278	0	1438,1448,1451,1477,1486	4165,4175,4178,4204,4213	1	40,41,42,43,44	49	49	2554	68|49|8|6|15|6|60|41|2|5|11|7
GA	Galgal	LTR	ERVL	GGERVL-A-int	NC_052532.1:42407563-42410164+	NC_052571.1:5394406-5397863-	68	282	0	1625,1633,1635,1653,1667	2545,2553,2555,2573,2587	1	52,53,54,55,56	43	43	2466	68|51|2|4|12|7|62|45|5|5|11|10
GA	Galgal	LTR	ERVL	GGERVL-A-int	NC_052532.1:42407563-42410164+	NC_052532.1:102086229-102089092-	68	307	0	1625,1633,1635,1643,1653,1667	1929,1937,1939,1947,1957,1971	1	49,50,51,52,53,54	43	43	2543	68|64|2|12|12|7|65|42|8|5|9|13
GA	Galgal	LTR	ERVL	GGERV10_LTR	NC_052532.1:32743143-32743363-	NC_052572.1:42915803-42916023-	10	25	0	108,63,66,69,72,83	108,63,66,69,72,83	1	1,2,3,4,5,6	46	46	220	10|5|1|2|1|1|0|4|0|1|0|0
GA	Galgal	LTR	ERVL	GGERVL-A-int	NC_052532.1:42407563-42410164+	NC_052532.1:157442916-157448627-	70	306	0	1624,1625,1635,1638,1667	4669,4670,4680,4683,4712	1	51,52,53,54,55	44	44	2573	70|57|3|7|11|11|66|45|7|8|12|9
GA	Galgal	LTR	ERVL	GGERVL-A-int	NC_052532.1:42407563-42410164+	NC_052539.1:11122412-11125222+	67	291	0	1624,1625,1633,1635,1653,1667	1878,1879,1887,1889,1907,1921	1	44,45,46,47,48,49	44	44	2527	67|46|6|11|8|9|58|47|5|8|12|14
GA	Galgal	LTR	ERVL	GGERVL-A-int	NC_052532.1:42407563-42410164+	NC_052572.1:58097299-58103196+	66	326	0	1427,1442,1448,1454,1460	4778,4793,4799,4805,4811	1	36,37,38,39,40	34	34	2547	66|60|5|4|14|10|77|47|8|8|17|10
GA	Galgal	LTR	ERVL	ENS1B-LTR	NC_052532.1:417908-419214+	NC_052533.1:132317945-132318766-	17	58	0	1215,1216,1232,1250,1253,1259	730,731,747,765,768,774	1	11,12,13,14,15,16	45	45	496	17|18|2|2|4|2|2|2|7|1|0|1
